Year,Variable,Unit,Commodity,Population,Production,Imports,Beginning stocks,Supply,Exports,Ending stocks,Shipments,Carcass Amount,Retail Amount,Boneless Amount,Pcc Carcass Amount,Pcc Retail Amount,Pcc Boneless Amount, 
1970,Red Meat Poultry Fish ,Pounds,Beef,205.052,21684,1792,352.895,23828.895,39.955,338.365,,23450.575,17353.4255,16368.50135,114.3640394,84.62938913,79.82609948,
1971,Red Meat Poultry Fish ,Pounds,Beef,207.661,21904,1734,338.365,23976.365,55.1187,365.972,,23555.2743,17430.90298,16441.58146,113.4313824,83.93922297,79.17510491,
1972,Red Meat Poultry Fish ,Pounds,Beef,209.896,22413,1960,365.972,24738.972,69.4633,476.94436,,24192.56434,17902.49761,16886.40991,115.2597684,85.29222859,80.45131832,
1973,Red Meat Poultry Fish ,Pounds,Beef,211.909,21278,1990,476.94436,23744.94436,106.559,580.0272,,23058.35816,17063.18504,16094.734,108.8125477,80.52128526,75.95115826,
1974,Red Meat Poultry Fish ,Pounds,Beef,213.854,23137,1615,580.0272,25332.0272,73.625,518.72364,,24739.67856,18307.36213,17268.29563,115.6848998,85.60682585,80.74806005,
1975,Red Meat Poultry Fish ,Pounds,Beef,215.973,23975,1758,518.72364,26251.72364,66.384,455.68688,,25729.65276,19039.94304,17959.29763,119.1336545,88.15890432,83.15529083,
1976,Red Meat Poultry Fish ,Pounds,Beef,218.035,25969,2073.2,455.68688,28497.88688,87.466,606.05408,71,27733.3668,20522.69143,19357.89003,127.1968574,94.12567447,88.78340645,
1977,Red Meat Poultry Fish ,Pounds,Beef,220.239,25279,1938.9,606.05408,27823.95408,97.592,411.65808,69,27245.704,20161.82096,19017.50139,123.7097154,91.54518936,86.34938132,
1978,Red Meat Poultry Fish ,Pounds,Beef,222.585,24241,2297.1,411.65808,26949.75808,160.241,528.65856,54,26206.85852,19393.0753,18292.38725,117.738655,87.12660469,82.18158118,
1979,Red Meat Poultry Fish ,Pounds,Beef,225.055,21447,2404.8,528.65856,24380.45856,166.61,458.88984,49,23705.95872,17542.40945,16546.75919,105.3340682,77.94721047,73.52317961,
1980,Red Meat Poultry Fish ,Pounds,Beef,227.726,21643,2064,458.88984,24165.88984,173.18,432.49224,47,23513.2176,17399.78102,16412.22588,103.2522312,76.40665108,72.07005737,
1981,Red Meat Poultry Fish ,Pounds,Beef,229.966,22389,1743,432.49224,24564.49224,215.921,335.46308,36,23977.10816,17743.06004,16736.0215,104.2637092,77.15514484,72.77606905,
1982,Red Meat Poultry Fish ,Pounds,Beef,232.188,22536,1939.4,335.46308,24810.86308,249.744,387.99192,55,24118.12716,17847.4141,16834.45276,103.8732715,76.8662209,72.5035435,
1983,Red Meat Poultry Fish ,Pounds,Beef,234.307,23243,1973.787,387.99192,25604.77892,272.0953,428.53336,40,24864.15026,18399.47119,17355.17688,106.1178294,78.52719378,74.07024494,
1984,Red Meat Poultry Fish ,Pounds,Beef,236.348,23598,1823.088,428.53336,25849.62136,328.7635,472.41452,47,25001.44334,18501.06807,17451.00745,105.7823351,78.27892799,73.83606991,
1985,Red Meat Poultry Fish ,Pounds,Beef,238.466,23728,2070.921,472.41452,26271.33552,328.1678,419.68616,51,25472.48156,18849.63635,17779.79213,106.8180854,79.04538322,74.55902363,
1986,Red Meat Poultry Fish ,Pounds,Beef,240.651,24371,2129.273,419.68616,26919.95916,520.8767,411.54624,52,25935.53622,18932.94144,17895.51999,107.7724016,78.67385318,74.36295711,
1987,Red Meat Poultry Fish ,Pounds,Beef,242.804,23566,2269,411.54624,26246.54624,601,385.57308,56,25203.97316,17894.82094,16886.66202,103.8037807,73.70068427,69.54853304,
1988,Red Meat Poultry Fish ,Pounds,Beef,245.021,23589,2380,385.57308,26354.57308,681,421.76192,64,25187.81116,17757.40687,16800.27004,102.7985812,72.47299973,68.56665365,
1989,Red Meat Poultry Fish ,Pounds,Beef,247.342,23087,2179.187403,421.76192,25687.94932,1135.19735,334.65916,61,24157.09281,17030.75043,16112.78091,97.66676429,68.85506882,65.14373178,
1990,Red Meat Poultry Fish ,Pounds,Beef,250.132,22743,2356.33279,334.65916,25433.99195,1006.343634,397.27072,69,23961.3776,16892.77121,15982.23886,95.79493066,67.53542612,63.89521875,
1991,Red Meat Poultry Fish ,Pounds,Beef,253.493,22917,2407.655082,397.27072,25721.9258,1188.521466,418.57708,69,24045.82726,16832.07908,15942.38347,94.8579537,66.40056759,62.8908233,
1992,Red Meat Poultry Fish ,Pounds,Beef,256.894,23086,2440.562591,418.57708,25945.13967,1323.787088,359.671,76,24185.68158,16929.97711,16035.10689,94.14654131,65.90257892,62.41915689,
1993,Red Meat Poultry Fish ,Pounds,Beef,260.255,23049.55,2401.71816,359.671,25810.93916,1275.01398,529.12088,62,23944.8043,16761.36301,15875.40525,92.00516532,64.40361572,60.99942461,
1994,Red Meat Poultry Fish ,Pounds,Beef,263.436,24386.2,2371.622159,529.12088,27286.94304,1610.797941,547.9516,58,25070.1935,17423.78448,16571.3979,95.16616369,66.14048377,62.9048342,
1995,Red Meat Poultry Fish ,Pounds,Beef,266.557,25222.1,2103.685918,547.9516,27873.73752,1820.811525,518.55496,67,25467.37103,17699.82287,16935.80174,95.54193299,66.40164343,63.53538544,
1996,Red Meat Poultry Fish ,Pounds,Beef,269.667,25524.9,2072.728776,518.55496,28116.18374,1878.216319,377.327,56,25804.64042,18063.24829,17263.30444,95.69076089,66.98353262,64.01711903,
1997,Red Meat Poultry Fish ,Pounds,Beef,272.912,25489.9,2344.225305,377.327,28211.4523,2135.68029,464.76312,62,25549.00889,17884.30623,17092.28695,93.61628985,65.53140289,62.62929791,
1998,Red Meat Poultry Fish ,Pounds,Beef,276.115,25760.45,2643.104659,464.76312,28868.31778,2170.641623,392.66504,71,26234.01112,18363.80778,17550.55344,95.01117693,66.50782385,63.56247736,
1999,Red Meat Poultry Fish ,Pounds,Beef,279.295,26493.45,2873.068,392.66504,29759.18304,2411.533,411.26084,79,26857.3892,18800.17244,17967.59337,96.16136773,67.31295741,64.33195501,
2000,Red Meat Poultry Fish ,Pounds,Beef,282.385,26888,3032.373,411.2608,30331.6338,2468.4,525.0809,92,27246.1529,19072.30703,18227.67629,96.48583636,67.54008545,64.54902452,
2001,Red Meat Poultry Fish ,Pounds,Beef,285.309019,26212,3163.356,525.0809,29900.4369,2269.283,606,107,26918.1539,18842.70773,18008.24496,94.34736411,66.04315488,63.11838659,
2002,Red Meat Poultry Fish ,Pounds,Beef,288.104818,27192,3217.598,606,31015.598,2447.704,691,95,27781.894,19447.3258,18586.08709,96.42981396,67.50086977,64.51154554,
2003,Red Meat Poultry Fish ,Pounds,Beef,290.819634,26339,3005.91,691,30035.91,2518.248,518,72,26927.662,18849.3634,18014.60588,92.59231101,64.81461771,61.94425607,
2004,Red Meat Poultry Fish ,Pounds,Beef,293.463185,24650,3679.232,518,28847.232,460.314,637,107,27642.918,19350.0426,18493.11214,94.19552234,65.93686564,63.01680445,
2005,Red Meat Poultry Fish ,Pounds,Beef,296.186216,24786.8,3598.509,637,29022.309,697.157,571,95.2374216,27658.91458,19361.2402,18503.81385,93.38353064,65.36847145,62.473582,
2006,Red Meat Poultry Fish ,Pounds,Beef,298.995825,26256.4,3084.666,571,29912.066,1144.875,630,82.43328705,28054.75771,19638.3304,18768.63291,93.82993128,65.6809519,62.77222403,
2007,Red Meat Poultry Fish ,Pounds,Beef,302.003917,26523.2,3052.163,630,30205.363,1433.964,630,99.00700636,28042.39199,19629.6744,18760.36024,92.85439829,64.9980788,62.11959245,
2008,Red Meat Poultry Fish ,Pounds,Beef,304.797761,26657.1,2538.146,630,29825.246,1996,642,132.8943297,27054.35167,18938.04617,18099.36127,88.76164832,62.13315382,59.38154273,
2009,Red Meat Poultry Fish ,Pounds,Beef,307.439406,26055.6,2626.157,642,29323.757,1934.755,565,133.0398331,26690.96217,18683.67352,17856.25369,86.81698457,60.7718892,58.08056268,
2010,Red Meat Poultry Fish ,Pounds,Beef,309.76667,26388.5,2297.923,565,29251.423,2299.607,585,126.9871178,26239.82888,18367.88022,17554.44552,84.70836737,59.29585716,56.66989777,
2011,Red Meat Poultry Fish ,Pounds,Beef,312.138672,26270.3,2056.525,585,28911.825,2785.059,600.2568,149.352756,25377.15644,17764.00951,16977.31766,81.30090476,56.91063333,54.39030528,
2012,Red Meat Poultry Fish ,Pounds,Beef,314.334945,25988.9,2219.783,600.2568,28808.9398,2452.499,608.2591,136.0465055,25612.13519,17928.49464,17134.51845,81.48039409,57.03627586,54.51038365,
2013,Red Meat Poultry Fish ,Pounds,Beef,316.505959,25790.3,2249.677,608.2591,28648.2361,2588.378,583.6618,139.4225724,25336.77373,17735.74161,16950.30162,80.05149037,56.03604326,53.55444705,
2014,Red Meat Poultry Fish ,Pounds,Beef,318.839403,24315.7,2946.883,583.6618,27846.2448,2573.754,590.7102,130.5689882,24551.21161,17185.84813,16424.76057,77.00181151,53.90126806,51.5142119,
2015,Red Meat Poultry Fish ,Pounds,Beef,321.132158,23760.4,3370.787,590.7102,27721.8972,2267.254,683.1521,103.6370584,24667.85404,17267.49783,16502.79435,76.81527193,53.77069035,51.38941692,
2016,Red Meat Poultry Fish ,Pounds,Beef,323.34877,25287.9,3014.637,683.1521,28985.6891,2555.699,756.6922,96.47314921,25576.82475,17903.77733,17110.89576,79.0998053,55.36986371,52.91776975,
1970,Red Meat Poultry Fish ,Pounds,Veal,205.052,588,24,9.89,621.89,0.503213,8.717,,612.669787,508.5159232,419.6788041,2.987875207,2.479936422,2.046694517,
1971,Red Meat Poultry Fish ,Pounds,Veal,207.661,547,22,8.717,577.717,1.751179,8.964,,567.001821,470.6115114,388.3962474,2.730420353,2.266248893,1.870337942,
1972,Red Meat Poultry Fish ,Pounds,Veal,209.896,458,36,8.964,502.964,1.986965,12.606,,488.371035,405.3479591,334.534159,2.326728642,1.931184773,1.59380912,
1973,Red Meat Poultry Fish ,Pounds,Veal,211.909,357,31,12.606,400.606,3.445283,11.566,,385.594717,320.0436151,264.1323811,1.81962407,1.510287978,1.246442488,
1974,Red Meat Poultry Fish ,Pounds,Veal,213.854,486,31,11.566,528.566,3.108999,13.548,,511.909001,424.8844708,350.6576657,2.393731242,1.986796931,1.639705901,
1975,Red Meat Poultry Fish ,Pounds,Veal,215.973,873,24,13.548,910.548,2.223999,10.55,,897.774001,745.1524208,614.9751907,4.156880726,3.450211002,2.847463297,
1976,Red Meat Poultry Fish ,Pounds,Veal,218.035,852,21.9,10.55,884.45,2.203,10.616,9,862.631,715.98373,590.902235,3.956387736,3.283801821,2.710125599,
1977,Red Meat Poultry Fish ,Pounds,Veal,220.239,833,23.9,10.616,867.516,2.3896,11.424,9,844.7024,701.102992,578.621144,3.835389736,3.183373481,2.627241969,
1978,Red Meat Poultry Fish ,Pounds,Veal,222.585,631,24.6,11.424,667.024,2.4631,9.093,4,651.4679,540.718357,446.2555115,2.926827504,2.429266828,2.00487684,
1979,Red Meat Poultry Fish ,Pounds,Veal,225.055,435,26.6,9.093,470.693,2.6497,10.251,2,455.7923,378.307609,312.2177255,2.025248495,1.680956251,1.387295219,
1980,Red Meat Poultry Fish ,Pounds,Veal,227.726,400,21.4,10.251,431.651,2.1462,9.37,1,419.1348,347.881884,287.107338,1.840522382,1.527633577,1.260757832,
1981,Red Meat Poultry Fish ,Pounds,Veal,229.966,435,18.2,9.37,462.57,1.796,9.325,1,450.449,373.87267,308.557565,1.958763469,1.62577368,1.341752977,
1982,Red Meat Poultry Fish ,Pounds,Veal,232.188,448,18.8,9.325,476.125,1.8757,7.362,2,464.8873,385.856459,318.4478005,2.002202095,1.661827739,1.371508435,
1983,Red Meat Poultry Fish ,Pounds,Veal,234.307,453,18.540319,7.362,478.902319,4.07085,9.06,1,464.771469,385.7603193,318.3684563,1.983600443,1.646388368,1.358766303,
1984,Red Meat Poultry Fish ,Pounds,Veal,236.348,495,24.10216,9.06,528.16216,5.663054,13.837,1,507.662106,421.359548,347.7485426,2.147943312,1.782792949,1.471341169,
1985,Red Meat Poultry Fish ,Pounds,Veal,238.466,515,19.695687,13.837,548.532687,3.629654,11.41,1,532.493033,441.9692174,364.7577276,2.232993521,1.853384623,1.529600562,
1986,Red Meat Poultry Fish ,Pounds,Veal,240.651,524,26.789043,11.41,562.199043,4.782295,6.968,1,549.448748,456.0424608,376.3723924,2.283176667,1.895036633,1.563976017,
1987,Red Meat Poultry Fish ,Pounds,Veal,242.804,430,24,6.968,460.968,7,4.157,1,448.811,372.51313,307.435535,1.848449778,1.534213316,1.266188098,
1988,Red Meat Poultry Fish ,Pounds,Veal,245.021,396,27,4.157,427.157,10,5.44,2,409.717,340.06511,280.656145,1.672170957,1.387901894,1.145437105,
1989,Red Meat Poultry Fish ,Pounds,Veal,247.342,355,,5.44,360.44,,3.933,,356.507,295.90081,244.207295,1.441352459,1.196322541,0.987326435,
1990,Red Meat Poultry Fish ,Pounds,Veal,250.132,327,,3.933,330.933,,5.509,,325.424,270.10192,222.91544,1.301009067,1.079837526,0.891191211,
1991,Red Meat Poultry Fish ,Pounds,Veal,253.493,306,,5.509,311.509,,6.694,,304.815,252.99645,208.798275,1.20245924,0.998041169,0.823684579,
1992,Red Meat Poultry Fish ,Pounds,Veal,256.894,310,,6.694,316.694,,5.227,,311.467,258.51761,213.354895,1.212433922,1.006320155,0.830517237,
1993,Red Meat Poultry Fish ,Pounds,Veal,260.255,285,,5.227,290.227,,4.488,,285.739,237.16337,195.731215,1.097919348,0.911273059,0.752074754,
1994,Red Meat Poultry Fish ,Pounds,Veal,263.436,293,,4.488,297.488,,6.702,,290.786,241.35238,199.18841,1.103820283,0.916170835,0.756116894,
1995,Red Meat Poultry Fish ,Pounds,Veal,266.557,319,,6.702,325.702,,6.908,,318.794,264.59902,218.37389,1.195969342,0.992654554,0.819239,
1996,Red Meat Poultry Fish ,Pounds,Veal,269.667,378,,6.908,384.908,,7.273,,377.635,313.43705,258.679975,1.400375278,1.16231148,0.959257065,
1997,Red Meat Poultry Fish ,Pounds,Veal,272.912,334,,7.273,341.273,,8.018,,333.255,276.60165,228.279675,1.221107903,1.013519559,0.836458913,
1998,Red Meat Poultry Fish ,Pounds,Veal,276.115,262,,8.018,270.018,,5.407,,264.611,219.62713,181.258535,0.9583362,0.795419046,0.656460297,
1999,Red Meat Poultry Fish ,Pounds,Veal,279.295,235,,5.407,240.407,,5.123,,235.284,195.28572,161.16954,0.842421096,0.69920951,0.577058451,
2000,Red Meat Poultry Fish ,Pounds,Veal,282.385,225,,5.123,230.123,,4.723,,225.4,187.082,154.399,0.798201038,0.662506861,0.546767711,
2001,Red Meat Poultry Fish ,Pounds,Veal,285.309019,205,,4.723,209.723,,6,,203.723,169.09009,139.550255,0.714043323,0.592655958,0.489119676,
2002,Red Meat Poultry Fish ,Pounds,Veal,288.104818,205.3,,6,211.3,,7,,204.3,169.569,139.9455,0.709116916,0.58856704,0.485745087,
2003,Red Meat Poultry Fish ,Pounds,Veal,290.819634,201.6,,7,208.6,,5,,203.6,168.988,139.466,0.700090283,0.581074935,0.479561844,
2004,Red Meat Poultry Fish ,Pounds,Veal,293.463185,176,,5,181,,4,,177,146.91,121.245,0.603142094,0.500607938,0.413152335,
2005,Red Meat Poultry Fish ,Pounds,Veal,296.186216,165,,4,169,,5.1,,163.9,136.037,112.2715,0.553368088,0.459295513,0.37905714,
2006,Red Meat Poultry Fish ,Pounds,Veal,298.995825,155.6,,5.1,160.7,,6,,154.7,128.401,105.9695,0.517398529,0.429440779,0.354417992,
2007,Red Meat Poultry Fish ,Pounds,Veal,302.003917,145.5,,6,151.5,,7,,144.5,119.935,98.9825,0.478470615,0.397130611,0.327752372,
2008,Red Meat Poultry Fish ,Pounds,Veal,304.797761,151.8,,7,158.8,,9.194,,149.606,124.17298,102.48011,0.490836939,0.407394659,0.336223303,
2009,Red Meat Poultry Fish ,Pounds,Veal,307.439406,146.8,,9.194,155.994,,8.96,,147.034,122.03822,100.71829,0.478253591,0.396950481,0.32760371,
2010,Red Meat Poultry Fish ,Pounds,Veal,309.76667,142.6,,8.96,151.56,,3.866,,147.694,122.58602,101.17039,0.476791128,0.395736636,0.326601923,
2011,Red Meat Poultry Fish ,Pounds,Veal,312.138672,136.3,,3.866,140.166,,2.881,,137.285,113.94655,94.040225,0.439820542,0.36505105,0.301277071,
2012,Red Meat Poultry Fish ,Pounds,Veal,314.334945,124.9,,2.881,127.781,,5.221,,122.56,101.7248,83.9536,0.389902561,0.323619125,0.267083254,
2013,Red Meat Poultry Fish ,Pounds,Veal,316.505959,117.3,,5.221,122.521,,3.957,,118.564,98.40812,81.21634,0.374602742,0.310920276,0.256602878,
2014,Red Meat Poultry Fish ,Pounds,Veal,318.839403,100.1,,3.957,104.057,,6.435,,97.622,81.02626,66.87107,0.306179221,0.254128753,0.209732766,
2015,Red Meat Poultry Fish ,Pounds,Veal,321.132158,87.8,,6.435,94.235,,6.235,,88,73.04,60.28,0.274030482,0.2274453,0.18771088,
2016,Red Meat Poultry Fish ,Pounds,Veal,323.34877,81.1,,6.235,87.335,,14.426,,72.909,60.51447,49.942665,0.225480988,0.18714922,0.154454477,
1970,Red Meat Poultry Fish ,Pounds,Lamb,205.052,551,122,16.134,689.134,1.134856,19.336,,668.663144,595.1101982,439.9803488,3.260944268,2.902240398,2.145701328,
1971,Red Meat Poultry Fish ,Pounds,Lamb,207.661,555,103,19.336,677.336,1.381328,19.26,,656.694672,584.4582581,432.1050942,3.162339929,2.814482537,2.080819673,
1972,Red Meat Poultry Fish ,Pounds,Lamb,209.896,543,148,19.26,710.26,1.372942,15.704,,693.183058,616.9329216,456.1144522,3.302507232,2.939231437,2.173049759,
1973,Red Meat Poultry Fish ,Pounds,Lamb,211.909,512,53,15.704,580.704,1.837911,15.034,,563.832089,501.8105592,371.0015146,2.66072743,2.368047413,1.750758649,
1974,Red Meat Poultry Fish ,Pounds,Lamb,213.854,464,26,15.034,505.034,2.693001,13.69,,488.650999,434.8993891,321.5323573,2.284974791,2.033627564,1.503513413,
1975,Red Meat Poultry Fish ,Pounds,Lamb,215.973,411,27,13.69,451.69,3.05,11.785,,436.855,388.80095,287.45059,2.022729693,1.800229427,1.330956138,
1976,Red Meat Poultry Fish ,Pounds,Lamb,218.035,371,36.3,11.785,419.085,3.834,14.535,3,397.716,353.96724,261.697128,1.824092462,1.623442291,1.20025284,
1977,Red Meat Poultry Fish ,Pounds,Lamb,220.239,350,22.5,14.535,387.035,4.595,10.096,2,370.344,329.60616,243.686352,1.681555038,1.496583984,1.106463215,
1978,Red Meat Poultry Fish ,Pounds,Lamb,222.585,310,39.3,10.096,359.396,3.224,11.716,1,343.456,305.67584,225.994048,1.543032999,1.373299369,1.015315713,
1979,Red Meat Poultry Fish ,Pounds,Lamb,225.055,291,44.3,11.716,347.016,1.367,10.751,2,332.898,296.27922,219.046884,1.479185088,1.316474728,0.973303788,
1980,Red Meat Poultry Fish ,Pounds,Lamb,227.726,318,33.2,10.751,361.951,1.473,9.142,3,348.336,310.01904,229.205088,1.52962771,1.361368662,1.006495034,
1981,Red Meat Poultry Fish ,Pounds,Lamb,229.966,338,31.1,9.142,378.242,2.427,10.54,3,362.275,322.42475,238.37695,1.575341572,1.402053999,1.036574755,
1982,Red Meat Poultry Fish ,Pounds,Lamb,232.188,365,21,10.54,396.54,1.724,8.653,2,384.163,341.90507,252.779254,1.654534257,1.472535488,1.088683541,
1983,Red Meat Poultry Fish ,Pounds,Lamb,234.307,375,18.1,8.653,401.753,1.392,10.701,2,387.66,345.0174,255.08028,1.654496024,1.472501462,1.088658384,
1984,Red Meat Poultry Fish ,Pounds,Lamb,236.348,379,19.998,10.701,409.699,1.937,7.066,3,397.696,353.94944,261.683968,1.682671315,1.497577471,1.107197725,
1985,Red Meat Poultry Fish ,Pounds,Lamb,238.466,359,36.46,7.066,402.526,1.013,12.765,2,386.748,344.20572,254.480184,1.621816108,1.443416336,1.067154999,
1986,Red Meat Poultry Fish ,Pounds,Lamb,240.651,338,41.138,12.765,391.903,1.229555,12.603,2,376.070445,334.7026961,247.4543528,1.562721306,1.390821962,1.028270619,
1987,Red Meat Poultry Fish ,Pounds,Lamb,242.804,315,44.034,12.603,371.637,1.472247,7.949,2,360.215753,320.5920202,237.0219655,1.483565975,1.320373718,0.976186412,
1988,Red Meat Poultry Fish ,Pounds,Lamb,245.021,335,51.2,7.949,394.149,1.363933,6.115,1,385.670067,343.2463596,253.7709041,1.574028622,1.400885474,1.035710833,
